,Airline,Date_of_Journey,Source,Destination,Route,Duration,Total_Stops,Price,Arrival_Hour,Arrival_Day,Arrival_Min,Dep_Hour,Dep_Day,Dep_Min,Journey_Day,Journey_Month,Journey_Year,Journey_DOW,Dep_HourOfDay
4955,Air India,2019-12-05,Kolkata,Banglore,CCU → DEL → COK → BLR,1100,2,13243,1,13,20,7,5,0,5,12,2019,3,Early Morning
4956,Multiple carriers,2019-09-05,Delhi,Cochin,DEL → BOM → COK,780,1,9794,19,18,0,6,5,0,5,9,2019,3,Early Morning
4957,Jet Airways,2019-06-06,Banglore,Delhi,BLR → DEL,165,0,8016,8,18,45,6,6,0,6,6,2019,3,Early Morning
4958,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,480,1,13377,1,2,30,17,6,30,6,1,2019,6,Evening
4959,Jet Airways,2019-09-06,Kolkata,Banglore,CCU → DEL → BLR,1745,1,12692,22,10,5,17,6,0,6,9,2019,4,Evening
4960,Air India,2019-06-06,Kolkata,Banglore,CCU → JAI → BOM → BLR,610,2,10697,18,18,30,8,6,20,6,6,2019,3,Early Morning
4961,SpiceJet,2019-03-27,Chennai,Kolkata,MAA → CCU,155,0,3384,12,18,5,9,27,30,27,3,2019,2,Morning
4962,IndiGo,2019-09-05,Delhi,Cochin,DEL → HYD → COK,940,1,6734,22,18,30,6,5,50,5,9,2019,3,Early Morning
4963,Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,800,1,10844,9,7,20,20,6,0,6,6,2019,3,Evening
4964,Air India,2019-05-24,Banglore,Delhi,BLR → DEL,170,0,5228,23,18,55,21,24,5,24,5,2019,4,Night
4965,Air India,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,1545,1,8891,11,25,10,9,24,25,24,5,2019,4,Morning
4966,IndiGo,2019-03-27,Chennai,Kolkata,MAA → CCU,140,0,3384,10,18,15,7,27,55,27,3,2019,2,Early Morning
4967,Multiple carriers,2019-03-03,Delhi,Cochin,DEL → BOM → COK,780,1,17057,21,18,0,8,3,0,3,3,2019,6,Early Morning
4968,IndiGo,2019-03-04,Kolkata,Banglore,CCU → HYD → BLR,265,1,3480,23,18,45,19,4,20,4,3,2019,0,Evening
4969,SpiceJet,2019-03-05,Banglore,Delhi,BLR → DEL,170,0,4423,12,18,20,9,5,30,5,3,2019,1,Morning
4970,Jet Airways,2019-09-06,Kolkata,Banglore,CCU → BOM → BLR,1330,1,14178,4,10,40,6,6,30,6,9,2019,4,Early Morning
4971,SpiceJet,2019-06-24,Delhi,Cochin,DEL → PNQ → COK,270,1,4760,13,18,15,8,24,45,24,6,2019,0,Early Morning
4972,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,800,1,14151,9,2,45,20,4,25,4,1,2019,4,Evening
4973,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,1220,1,12681,16,2,20,20,4,0,4,1,2019,4,Evening
4974,Jet Airways,2019-03-04,Delhi,Cochin,DEL → COK,195,0,4886,14,18,15,11,4,0,4,3,2019,0,Morning
4975,Air Asia,2019-06-21,Kolkata,Banglore,CCU → BLR,155,0,3807,12,18,55,10,21,20,21,6,2019,4,Morning
4976,IndiGo,2019-05-18,Kolkata,Banglore,CCU → BLR,155,0,4804,7,18,15,4,18,40,18,5,2019,5,late night
4977,IndiGo,2019-09-03,Banglore,Delhi,BLR → HYD → DEL,290,1,5694,12,18,20,7,3,30,3,9,2019,1,Early Morning
4978,Multiple carriers,2019-05-24,Delhi,Cochin,DEL → BOM → COK,600,1,10197,19,18,0,9,24,0,24,5,2019,4,Morning
4979,IndiGo,2019-06-15,Banglore,Delhi,BLR → DEL,170,0,4077,2,16,20,23,15,30,15,6,2019,5,Night
4980,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,705,1,14781,18,18,15,6,5,30,5,1,2019,5,Early Morning
4981,IndiGo,2019-09-05,Kolkata,Banglore,CCU → BLR,155,0,5224,14,18,5,11,5,30,5,9,2019,3,Morning
4982,IndiGo,2019-04-24,Kolkata,Banglore,CCU → BLR,160,0,4804,0,25,5,21,24,25,24,4,2019,2,Night
4983,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,1330,1,8586,4,22,40,6,21,30,21,5,2019,1,Early Morning
4984,Air India,2019-05-21,Kolkata,Banglore,CCU → BBI → BLR,1515,1,7662,13,22,15,12,21,0,21,5,2019,1,Morning
4985,Jet Airways,2019-03-03,Delhi,Cochin,DEL → BOM → COK,535,1,18550,18,18,50,9,3,55,3,3,2019,6,Morning
4986,Vistara,2019-12-06,Kolkata,Banglore,CCU → DEL → BLR,385,1,8610,23,18,25,17,6,0,6,12,2019,4,Evening
4987,Jet Airways,2019-01-05,Banglore,Delhi,BLR → DEL,180,0,7229,10,18,10,7,5,10,5,1,2019,5,Early Morning
4988,Air India,2019-06-06,Kolkata,Banglore,CCU → DEL → AMD → BLR,1165,2,12009,5,7,25,10,6,0,6,6,2019,3,Morning
4989,Jet Airways,2019-05-18,Kolkata,Banglore,CCU → DEL → BLR,1685,1,14151,21,19,5,17,18,0,18,5,2019,5,Evening
4990,Air India,2019-09-04,Delhi,Cochin,DEL → COK,170,0,4729,8,18,0,5,4,10,4,9,2019,2,Early Morning
4991,Air India,2019-03-03,Delhi,Cochin,DEL → COK,170,0,7931,8,18,0,5,3,10,3,3,2019,6,Early Morning
4992,Jet Airways,2019-05-21,Delhi,Cochin,DEL → BOM → COK,1505,1,12898,12,22,35,11,21,30,21,5,2019,1,Morning
4993,Jet Airways,2019-09-03,Delhi,Cochin,DEL → BOM → COK,1295,1,16289,4,10,25,6,3,50,3,9,2019,1,Early Morning
4994,Jet Airways,2019-03-06,Delhi,Cochin,DEL → IDR → BOM → COK,1295,2,13292,19,4,0,21,6,25,6,3,2019,2,Night
4995,Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,780,1,7618,21,18,0,8,27,0,27,5,2019,0,Early Morning
4996,Multiple carriers,2019-06-15,Delhi,Cochin,DEL → BOM → COK,435,1,13377,1,16,30,18,15,15,15,6,2019,5,Evening
4997,Air Asia,2019-12-06,Kolkata,Banglore,CCU → DEL → BLR,955,1,5192,23,18,30,7,6,35,6,12,2019,4,Early Morning
4998,Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,455,1,7268,19,18,15,11,24,40,24,6,2019,0,Morning
4999,Jet Airways,2019-05-24,Kolkata,Banglore,CCU → DEL → BLR,800,1,12384,9,25,45,20,24,25,24,5,2019,4,Evening
5000,IndiGo,2019-03-15,Banglore,Delhi,BLR → DEL,170,0,5694,6,18,50,4,15,0,15,3,2019,4,late night
5001,Jet Airways,2019-03-18,Banglore,Delhi,BLR → BOM → JDH → DEL,420,2,16338,15,18,55,8,18,55,18,3,2019,0,Early Morning
5002,Multiple carriers,2019-06-06,Delhi,Cochin,DEL → BOM → COK,750,1,7198,1,7,30,13,6,0,6,6,2019,3,Noon
5003,Jet Airways,2019-03-21,Delhi,Cochin,DEL → BOM → COK,650,1,6540,18,18,50,8,21,0,21,3,2019,3,Early Morning
5004,Jet Airways,2019-03-06,Mumbai,Hyderabad,BOM → HYD,90,0,3210,21,18,5,19,6,35,6,3,2019,2,Evening
5005,SpiceJet,2019-06-18,Kolkata,Banglore,CCU → BLR,155,0,3873,9,18,30,6,18,55,18,6,2019,1,Early Morning
5006,Air Asia,2019-04-21,Banglore,Delhi,BLR → DEL,165,0,4483,13,18,55,11,21,10,21,4,2019,6,Morning
5007,Air Asia,2019-05-15,Delhi,Cochin,DEL → BLR → COK,340,1,6752,22,18,25,16,15,45,15,5,2019,2,Noon
5008,IndiGo,2019-12-04,Banglore,Delhi,BLR → DEL,175,0,4823,10,18,5,7,4,10,4,12,2019,2,Early Morning
5009,Air India,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,745,1,10203,8,7,55,20,5,30,5,6,2019,2,Evening
5010,SpiceJet,2019-05-18,Kolkata,Banglore,CCU → BLR,140,0,3873,0,19,40,22,18,20,18,5,2019,5,Night
5011,SpiceJet,2019-03-27,Mumbai,Hyderabad,BOM → HYD,80,0,2017,14,18,30,13,27,10,27,3,2019,2,Noon
5012,Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,1215,1,8586,4,7,40,8,6,25,6,6,2019,3,Early Morning
5013,Jet Airways,2019-01-03,Banglore,Delhi,BLR → BOM → DEL,695,1,31825,10,2,25,22,3,50,3,1,2019,3,Night
5014,Air India,2019-05-15,Kolkata,Banglore,CCU → DEL → COK → BLR,1665,2,16057,13,16,45,10,15,0,15,5,2019,2,Morning
5015,Jet Airways,2019-06-06,Delhi,Cochin,DEL → BOM → COK,1570,1,10262,4,7,25,2,6,15,6,6,2019,3,late night
5016,IndiGo,2019-01-06,Delhi,Cochin,DEL → BOM → COK,305,1,6593,1,2,30,20,6,25,6,1,2019,6,Evening
5017,SpiceJet,2019-06-24,Banglore,Delhi,BLR → DEL,175,0,3971,0,25,5,21,24,10,24,6,2019,0,Night
5018,Jet Airways,2019-09-03,Delhi,Cochin,DEL → BOM → COK,1415,1,16289,18,10,50,19,3,15,3,9,2019,1,Evening
5019,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,1450,1,9314,9,2,45,9,5,35,5,1,2019,5,Morning
5020,Jet Airways,2019-05-21,Banglore,Delhi,BLR → DEL,180,0,4030,20,18,45,17,21,45,21,5,2019,1,Evening
5021,Multiple carriers,2019-12-06,Delhi,Cochin,DEL → BOM → COK,420,1,13587,21,18,0,14,6,0,6,12,2019,4,Noon
5022,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,1295,1,9314,18,2,0,20,5,25,5,1,2019,5,Evening
5023,Air Asia,2019-06-15,Delhi,Cochin,DEL → BLR → COK,625,1,6253,7,16,10,20,15,45,15,6,2019,5,Evening
5024,Air Asia,2019-04-15,Kolkata,Banglore,CCU → DEL → BLR,955,1,5192,23,18,30,7,15,35,15,4,2019,0,Early Morning
5025,Air India,2019-01-05,Kolkata,Banglore,CCU → BOM → COK → BLR,1700,2,16372,13,2,45,9,5,25,5,1,2019,5,Morning
5026,Vistara,2019-04-24,Banglore,Delhi,BLR → DEL,170,0,5403,14,18,20,11,24,30,24,4,2019,2,Morning
5027,Multiple carriers,2019-03-27,Delhi,Cochin,DEL → BOM → COK,440,1,11200,18,18,50,11,27,30,27,3,2019,2,Morning
5028,IndiGo,2019-12-06,Chennai,Kolkata,MAA → CCU,145,0,3858,14,18,0,11,6,35,6,12,2019,4,Morning
5029,IndiGo,2019-06-04,Kolkata,Banglore,CCU → BLR,155,0,4174,18,18,5,15,4,30,4,6,2019,1,Noon
5030,Air India,2019-04-27,Delhi,Cochin,DEL → COK,185,0,5411,21,18,10,18,27,5,27,4,2019,5,Evening
5031,IndiGo,2019-05-15,Mumbai,Hyderabad,BOM → HYD,90,0,3175,18,18,25,16,15,55,15,5,2019,2,Noon
5032,IndiGo,2019-05-24,Chennai,Kolkata,MAA → CCU,140,0,3858,17,18,5,14,24,45,24,5,2019,4,Noon
5033,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,520,1,13941,4,2,40,20,5,0,5,1,2019,5,Evening
5034,Air India,2019-06-15,Delhi,Cochin,DEL → HYD → BOM → COK,1800,2,12182,19,16,15,13,15,15,15,6,2019,5,Noon
5035,IndiGo,2019-06-21,Banglore,Delhi,BLR → DEL,180,0,4990,19,18,55,16,21,55,21,6,2019,4,Noon
5036,Jet Airways,2019-09-06,Kolkata,Banglore,CCU → DEL → BLR,1540,1,10539,22,10,5,20,6,25,6,9,2019,4,Evening
5037,IndiGo,2019-09-03,Banglore,Delhi,BLR → DEL,175,0,6860,13,18,0,10,3,5,3,9,2019,1,Morning
5038,Vistara,2019-06-03,Delhi,Cochin,DEL → COK,175,0,8001,17,18,50,14,3,55,3,6,2019,0,Noon
5039,Jet Airways,2019-06-27,Delhi,Cochin,DEL → BOM → COK,1210,1,10262,19,28,0,22,27,50,27,6,2019,3,Night
5040,Vistara,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,385,1,8085,23,18,25,17,5,0,5,6,2019,2,Evening
5041,IndiGo,2019-06-27,Banglore,Delhi,BLR → DEL,170,0,3419,3,18,15,0,27,25,27,6,2019,3,late night
5042,Air India,2019-01-05,Kolkata,Banglore,CCU → DEL → COK → BLR,1665,2,15164,13,2,45,10,5,0,5,1,2019,5,Morning
5043,IndiGo,2019-03-24,Kolkata,Banglore,CCU → BLR,165,0,6565,20,18,0,17,24,15,24,3,2019,6,Evening
5044,Jet Airways,2019-03-27,Delhi,Cochin,DEL → IDR → BOM → COK,805,2,9254,18,18,50,5,27,25,27,3,2019,2,Early Morning
5045,Air Asia,2019-06-06,Kolkata,Banglore,CCU → BBI → BLR,220,1,6857,10,18,30,6,6,50,6,6,2019,3,Early Morning
5046,Air India,2019-12-05,Kolkata,Banglore,CCU → DEL → COK → BLR,1100,2,12140,1,13,20,7,5,0,5,12,2019,3,Early Morning
5047,SpiceJet,2019-06-06,Kolkata,Banglore,CCU → BLR,145,0,3841,11,18,25,9,6,0,6,6,2019,3,Morning
5048,Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,685,1,14781,19,18,50,8,5,25,5,6,2019,2,Early Morning
5049,Air India,2019-05-18,Delhi,Cochin,DEL → BOM → COK,1300,1,8372,7,19,40,10,18,0,18,5,2019,5,Morning
5050,Air India,2019-01-04,Kolkata,Banglore,CCU → GAU → IMF → DEL → BLR,1830,3,8607,23,2,15,16,4,45,4,1,2019,4,Noon
5051,Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,660,1,13587,21,18,0,10,24,0,24,6,2019,0,Morning
5052,Jet Airways,2019-05-18,Delhi,Cochin,DEL → BOM → COK,450,1,15554,4,19,25,20,18,55,18,5,2019,5,Evening
5053,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,1360,1,10844,19,22,50,21,21,10,21,5,2019,1,Night
5054,IndiGo,2019-05-24,Mumbai,Hyderabad,BOM → HYD,90,0,4392,13,18,30,12,24,0,24,5,2019,4,Morning
5055,Air India,2019-05-27,Banglore,Delhi,BLR → DEL,165,0,6961,19,18,45,17,27,0,27,5,2019,0,Evening
5056,Air India,2019-05-18,Delhi,Cochin,DEL → BLR → COK,795,1,8907,23,18,0,9,18,45,18,5,2019,5,Morning
5057,IndiGo,2019-06-15,Delhi,Cochin,DEL → HYD → COK,835,1,6442,22,18,30,8,15,35,15,6,2019,5,Early Morning
5058,Jet Airways,2019-05-15,Kolkata,Banglore,CCU → BOM → BLR,570,1,8586,23,18,35,14,15,5,15,5,2019,2,Noon
5059,Air India,2019-05-15,Delhi,Cochin,DEL → JDH → BOM → COK,1820,2,13486,19,16,15,12,15,55,15,5,2019,2,Morning
5060,Air India,2019-06-06,Mumbai,Hyderabad,BOM → HYD,75,0,3100,20,18,45,19,6,30,6,6,2019,3,Evening
5061,Jet Airways,2019-06-03,Delhi,Cochin,DEL → UDR → BOM → COK,2070,2,15812,4,8,25,17,3,55,3,6,2019,0,Evening
5062,Air India,2019-04-24,Delhi,Cochin,DEL → COK,185,0,5201,21,18,10,18,24,5,24,4,2019,2,Evening
5063,IndiGo,2019-03-03,Delhi,Cochin,DEL → HYD → MAA → COK,825,2,9413,21,18,20,7,3,35,3,3,2019,6,Early Morning
5064,Air India,2019-06-06,Delhi,Cochin,DEL → CCU → BOM → COK,1380,2,13591,19,7,15,20,6,15,6,6,2019,3,Evening
5065,Jet Airways,2019-01-06,Mumbai,Hyderabad,BOM → HYD,85,0,5678,4,18,20,2,6,55,6,1,2019,6,late night
5066,Air India,2019-03-03,Banglore,Delhi,BLR → HYD → DEL,895,1,6781,23,18,10,8,3,15,3,3,2019,6,Early Morning
5067,Jet Airways,2019-03-21,Banglore,Delhi,BLR → BOM → DEL,1005,1,7832,11,19,25,18,21,40,21,3,2019,3,Evening
5068,Jet Airways,2019-09-03,Delhi,Cochin,DEL → BOM → COK,1610,1,14053,18,10,50,16,3,0,3,9,2019,1,Noon
5069,Jet Airways,2019-09-05,Kolkata,Banglore,CCU → DEL → BLR,800,1,10703,9,10,45,20,5,25,5,9,2019,3,Evening
5070,Multiple carriers,2019-05-15,Delhi,Cochin,DEL → BOM → COK,480,1,13727,1,16,30,17,15,30,15,5,2019,2,Evening
5071,Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,480,1,7408,21,18,0,13,24,0,24,6,2019,0,Noon
5072,Jet Airways,2019-01-03,Banglore,Delhi,BLR → BOM → DEL,1280,1,20800,11,2,25,14,3,5,3,1,2019,3,Noon
5073,Air India,2019-03-06,Delhi,Cochin,DEL → UDR → BOM → COK,1100,2,11911,7,4,40,13,6,20,6,3,2019,2,Noon
5074,Vistara,2019-03-04,Banglore,Delhi,BLR → DEL,160,0,5403,9,18,40,7,4,0,4,3,2019,0,Early Morning
5075,Jet Airways,2019-06-06,Kolkata,Banglore,CCU → DEL → BLR,575,1,13469,19,18,10,9,6,35,6,6,2019,3,Morning
5076,Jet Airways,2019-06-06,Delhi,Cochin,DEL → IDR → BOM → COK,910,2,11270,12,7,35,21,6,25,6,6,2019,3,Night
5077,Air Asia,2019-06-24,Delhi,Cochin,DEL → BLR → COK,590,1,6152,6,25,35,20,24,45,24,6,2019,0,Evening
5078,Jet Airways,2019-03-27,Delhi,Cochin,DEL → BOM → COK,1225,1,12452,4,28,25,8,27,0,27,3,2019,2,Early Morning
5079,Jet Airways,2019-05-15,Kolkata,Banglore,CCU → BOM → BLR,1430,1,10844,16,16,20,16,15,30,15,5,2019,2,Noon
5080,IndiGo,2019-05-18,Delhi,Cochin,DEL → HYD → COK,635,1,8216,22,18,30,11,18,55,18,5,2019,5,Morning
5081,Jet Airways,2019-12-06,Kolkata,Banglore,CCU → BOM → BLR,800,1,13626,19,18,50,6,6,30,6,12,2019,4,Early Morning
5082,Multiple carriers,2019-06-03,Delhi,Cochin,DEL → HYD → MAA → COK,855,2,7084,21,18,20,7,3,5,3,6,2019,0,Early Morning
5083,Multiple carriers,2019-09-05,Delhi,Cochin,DEL → BOM → COK,860,1,7575,19,18,15,4,5,55,5,9,2019,3,late night
5084,Air India,2019-03-03,Banglore,Delhi,BLR → HYD → DEL,1475,1,6781,8,7,50,8,3,15,3,3,2019,6,Early Morning
5085,Jet Airways,2019-06-06,Banglore,Delhi,BLR → DEL,180,0,6478,10,18,10,7,6,10,6,6,2019,3,Early Morning
5086,SpiceJet,2019-03-15,Mumbai,Hyderabad,BOM → HYD,80,0,2385,7,18,5,5,15,45,15,3,2019,4,Early Morning
5087,Multiple carriers,2019-05-18,Delhi,Cochin,DEL → BOM → COK,480,1,9385,21,18,0,13,18,0,18,5,2019,5,Noon
5088,GoAir,2019-04-18,Banglore,Delhi,BLR → DEL,175,0,5048,10,18,40,7,18,45,18,4,2019,3,Early Morning
5089,IndiGo,2019-12-06,Delhi,Cochin,DEL → BOM → COK,305,1,5058,1,13,30,20,6,25,6,12,2019,4,Evening
5090,Multiple carriers Premium economy,2019-03-21,Delhi,Cochin,DEL → BOM → COK,440,1,11269,13,18,20,6,21,0,21,3,2019,3,Early Morning
5091,Multiple carriers,2019-09-04,Delhi,Cochin,DEL → BOM → COK,390,1,7363,1,10,30,19,4,0,4,9,2019,2,Evening
5092,Air India,2019-09-03,Delhi,Cochin,DEL → HYD → BOM → COK,1305,2,11762,19,10,15,21,3,30,3,9,2019,1,Night
5093,Jet Airways,2019-06-03,Delhi,Cochin,DEL → BOM → COK,800,1,15764,4,7,25,15,3,5,3,6,2019,0,Noon
5094,Jet Airways,2019-12-06,Delhi,Cochin,DEL → BOM → COK,1105,1,10262,4,13,25,10,6,0,6,12,2019,4,Morning
5095,Jet Airways,2019-03-06,Delhi,Cochin,DEL → NAG → BOM → COK,1320,2,10919,12,4,35,14,6,35,6,3,2019,2,Noon
5096,Jet Airways,2019-06-15,Delhi,Cochin,DEL → BOM → COK,1530,1,10262,19,16,0,17,15,30,15,6,2019,5,Evening
5097,Air India,2019-06-05,Kolkata,Banglore,CCU → IXR → DEL → BLR,1045,2,11883,23,18,15,5,5,50,5,6,2019,2,Early Morning
5098,SpiceJet,2019-03-21,Kolkata,Banglore,CCU → BLR,140,0,3847,0,22,40,22,21,20,21,3,2019,3,Night
5099,Jet Airways,2019-12-06,Mumbai,Hyderabad,BOM → HYD,90,0,5678,21,18,5,19,6,35,6,12,2019,4,Evening
5100,Vistara,2019-12-05,Kolkata,Banglore,CCU → DEL → BLR,930,1,8662,22,18,40,7,5,10,5,12,2019,3,Early Morning
5101,Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,865,1,12898,4,28,25,14,27,0,27,5,2019,0,Noon
5102,SpiceJet,2019-12-05,Banglore,Delhi,BLR → DEL,175,0,4423,0,13,5,21,5,10,5,12,2019,3,Night
5103,Air India,2019-12-06,Delhi,Cochin,DEL → BLR → COK,875,1,8991,8,13,15,17,6,40,6,12,2019,4,Evening
5104,SpiceJet,2019-05-15,Delhi,Cochin,DEL → BLR → COK,295,1,5409,22,18,50,17,15,55,15,5,2019,2,Evening
5105,IndiGo,2019-04-27,Delhi,Cochin,DEL → HYD → COK,455,1,6442,16,18,10,8,27,35,27,4,2019,5,Early Morning
5106,Air India,2019-05-24,Kolkata,Banglore,CCU → BBI → BOM → BLR,590,2,9941,21,18,50,12,24,0,24,5,2019,4,Morning
5107,IndiGo,2019-03-21,Delhi,Cochin,DEL → HYD → MAA → COK,880,2,6494,21,18,20,6,21,40,21,3,2019,3,Early Morning
5108,Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,510,1,7198,1,25,30,17,24,0,24,6,2019,0,Evening
5109,SpiceJet,2019-09-03,Banglore,Delhi,BLR → DEL,170,0,7110,8,18,35,5,3,45,3,9,2019,1,Early Morning
5110,Jet Airways,2019-12-03,Banglore,Delhi,BLR → BOM → DEL,875,1,11087,9,13,30,18,3,55,3,12,2019,1,Evening
5111,IndiGo,2019-09-05,Kolkata,Banglore,CCU → BLR,155,0,4804,22,18,55,20,5,20,5,9,2019,3,Evening
5112,IndiGo,2019-06-15,Banglore,Delhi,BLR → DEL,175,0,4823,10,18,5,7,15,10,15,6,2019,5,Early Morning
5113,Jet Airways,2019-12-05,Kolkata,Banglore,CCU → DEL → BLR,575,1,14151,19,18,10,9,5,35,5,12,2019,3,Morning
5114,Multiple carriers,2019-06-27,Delhi,Cochin,DEL → BOM → COK,780,1,10791,19,18,0,6,27,0,27,6,2019,3,Early Morning
5115,Vistara,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,1555,1,7980,9,2,5,7,4,10,4,1,2019,4,Early Morning
5116,Air India,2019-04-27,Delhi,Cochin,DEL → TRV → COK,1535,1,6587,6,28,50,5,27,15,27,4,2019,5,Early Morning
5117,Vistara,2019-06-05,Chennai,Kolkata,MAA → CCU,135,0,3687,9,18,20,7,5,5,5,6,2019,2,Early Morning
5118,Air India,2019-05-15,Delhi,Cochin,DEL → JAI → BOM → COK,1470,2,13307,19,16,15,18,15,45,15,5,2019,2,Evening
5119,Air India,2019-03-24,Mumbai,Hyderabad,BOM → HYD,85,0,2050,16,18,25,15,24,0,24,3,2019,6,Noon
5120,Multiple carriers,2019-09-05,Delhi,Cochin,DEL → BOM → COK,600,1,10197,19,18,0,9,5,0,5,9,2019,3,Morning
5121,Vistara,2019-06-24,Banglore,Delhi,BLR → DEL,170,0,4668,23,18,50,21,24,0,24,6,2019,0,Night
5122,IndiGo,2019-05-24,Banglore,Delhi,BLR → DEL,170,0,4990,15,18,50,13,24,0,24,5,2019,4,Noon
5123,IndiGo,2019-05-24,Mumbai,Hyderabad,BOM → HYD,90,0,4049,7,18,55,6,24,25,24,5,2019,4,Early Morning
5124,Multiple carriers,2019-06-15,Delhi,Cochin,DEL → BOM → COK,720,1,7933,21,18,0,9,15,0,15,6,2019,5,Morning
5125,IndiGo,2019-06-05,Mumbai,Hyderabad,BOM → HYD,90,0,4049,10,18,40,9,5,10,5,6,2019,2,Morning
5126,Jet Airways,2019-03-27,Delhi,Cochin,DEL → BOM → COK,1280,1,6645,4,28,25,7,27,5,27,3,2019,2,Early Morning
5127,Jet Airways,2019-06-18,Mumbai,Hyderabad,BOM → HYD,90,0,8040,10,18,15,8,18,45,18,6,2019,1,Early Morning
5128,Multiple carriers,2019-03-21,Delhi,Cochin,DEL → BOM → COK,755,1,8098,1,22,35,13,21,0,21,3,2019,3,Noon
5129,Jet Airways,2019-03-06,Delhi,Cochin,DEL → BOM → COK,1005,1,10262,19,18,0,2,6,15,6,3,2019,2,late night
5130,Jet Airways,2019-03-18,Banglore,Delhi,BLR → BOM → DEL,780,1,12284,7,16,40,18,18,40,18,3,2019,0,Evening
5131,Jet Airways,2019-03-06,Delhi,Cochin,DEL → BOM → COK,1680,1,10262,19,4,0,15,6,0,6,3,2019,2,Noon
5132,IndiGo,2019-12-04,Banglore,Delhi,BLR → DEL,170,0,4990,22,18,50,20,4,0,4,12,2019,2,Evening
5133,Air India,2019-03-18,Banglore,Delhi,BLR → BOM → NAG → DEL,1030,2,12568,10,16,35,17,18,25,18,3,2019,0,Evening
5134,Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,570,1,11841,23,18,35,14,5,5,5,6,2019,2,Noon
5135,Jet Airways,2019-06-15,Delhi,Cochin,DEL → BOM → COK,620,1,18371,12,18,35,2,15,15,15,6,2019,5,late night
5136,SpiceJet,2019-01-03,Banglore,Delhi,BLR → PNQ → DEL,475,1,23267,18,18,15,10,3,20,3,1,2019,3,Morning
5137,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,840,1,13067,23,18,35,9,5,35,5,1,2019,5,Morning
5138,IndiGo,2019-06-21,Chennai,Kolkata,MAA → CCU,140,0,5277,0,22,25,22,21,5,21,6,2019,4,Night
5139,Air India,2019-05-27,Delhi,Cochin,DEL → HYD → BOM → COK,865,2,13879,7,28,40,17,27,15,27,5,2019,0,Evening
5140,IndiGo,2019-09-04,Kolkata,Banglore,CCU → BLR,155,0,4174,19,18,50,17,4,15,4,9,2019,2,Evening
5141,Air India,2019-09-05,Delhi,Cochin,DEL → AMD → BOM → COK,1410,2,10178,19,10,15,19,5,45,5,9,2019,3,Evening
5142,Jet Airways,2019-12-06,Delhi,Cochin,DEL → LKO → BOM → COK,1000,2,13882,4,13,25,11,6,45,6,12,2019,4,Morning
5143,Vistara,2019-05-21,Banglore,Delhi,BLR → DEL,165,0,4878,22,18,15,19,21,30,21,5,2019,1,Evening
5144,Vistara,2019-06-27,Banglore,Delhi,BLR → DEL,170,0,4668,12,18,35,9,27,45,27,6,2019,3,Morning
5145,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,1595,1,10844,22,22,35,20,21,0,21,5,2019,1,Evening
5146,Multiple carriers,2019-06-27,Delhi,Cochin,DEL → BOM → COK,735,1,7005,21,18,0,8,27,45,27,6,2019,3,Early Morning
5147,Jet Airways,2019-05-21,Delhi,Cochin,DEL → BOM → COK,620,1,12898,12,18,35,2,21,15,21,5,2019,1,late night
5148,Air India,2019-06-15,Delhi,Cochin,DEL → BOM → COK,925,1,9929,19,18,15,3,15,50,15,6,2019,5,late night
5149,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,540,1,14714,19,18,0,10,6,0,6,1,2019,6,Morning
5150,Air India,2019-04-21,Delhi,Cochin,DEL → COK,170,0,6094,8,18,0,5,21,10,21,4,2019,6,Early Morning
5151,Jet Airways,2019-06-03,Banglore,Delhi,BLR → BOM → DEL,680,1,16736,23,18,0,11,3,40,3,6,2019,0,Morning
