,Airline,Destination,Duration,Total_Stops,Price,Dep_Hour,Dep_Day,Dep_Min,Journey_DOW,Source_Banglore,Source_Kolkata,Source_Delhi,Source_Chennai,Source_Mumbai
6106,3,4,455,1,6442.0,8,15,35,2,0,0,1,0,0
6107,9,4,640,1,6480.0,10,27,20,3,0,0,1,0,0
6108,8,2,1490,1,11003.0,10,3,30,6,1,0,0,0,0
6109,5,2,170,0,4668.0,21,6,0,4,1,0,0,0,0
6110,11,3,1330,1,13941.0,6,5,30,3,0,1,0,0,0
6111,5,3,700,1,8820.0,7,5,10,3,0,1,0,0,0
6112,8,4,315,1,9064.0,17,3,45,1,0,0,1,0,0
6113,11,3,685,1,10844.0,8,6,25,3,0,1,0,0,0
6114,11,4,810,2,15129.0,5,18,30,5,0,0,1,0,0
6115,9,4,540,1,6513.0,7,5,10,3,0,0,1,0,0
6116,11,3,395,1,14676.0,17,6,0,4,0,1,0,0,0
6117,3,2,175,0,4823.0,7,18,10,5,1,0,0,0,0
6118,3,3,150,0,4174.0,15,4,15,2,0,1,0,0,0
6119,11,4,750,2,19172.0,15,3,55,1,0,0,1,0,0
6120,1,2,160,0,4423.0,5,4,55,2,1,0,0,0,0
6121,1,3,155,0,3873.0,6,6,55,4,0,1,0,0,0
6122,3,4,345,1,7189.0,21,6,50,2,0,0,1,0,0
6123,11,3,1330,1,13731.0,6,6,30,3,0,1,0,0,0
6124,11,3,1520,1,14151.0,9,5,35,3,0,1,0,0,0
6125,8,0,135,0,4667.0,11,21,40,1,0,0,0,1,0
6126,11,4,1995,2,8834.0,19,21,10,3,0,0,1,0,0
6127,11,3,1365,1,11467.0,20,5,25,5,0,1,0,0,0
6128,5,1,480,1,12395.0,8,3,45,0,0,0,0,0,1
6129,9,4,460,1,7858.0,17,21,15,1,0,0,1,0,0
6130,3,3,155,0,4804.0,20,24,20,4,0,1,0,0,0
6131,11,3,800,1,13469.0,20,6,25,4,0,1,0,0,0
6132,3,4,185,0,7673.0,14,3,30,0,0,0,1,0,0
6133,11,3,1500,1,14151.0,17,6,0,4,0,1,0,0,0
6134,11,4,1295,1,10262.0,15,24,0,0,0,0,1,0,0
6135,11,4,1615,2,13014.0,9,24,40,0,0,0,1,0,0
6136,11,4,360,1,12373.0,13,5,0,3,0,0,1,0,0
6137,11,4,540,1,11399.0,10,18,0,5,0,0,1,0,0
6138,1,2,170,0,3971.0,9,5,30,2,1,0,0,0,0
6139,9,4,900,1,6007.0,6,27,0,3,0,0,1,0,0
6140,8,2,745,1,6383.0,10,15,30,4,1,0,0,0,0
6141,3,2,170,0,5740.0,8,5,30,3,1,0,0,0,0
6142,1,1,90,0,1965.0,13,15,15,5,0,0,0,0,1
6143,9,4,850,2,5935.0,7,21,10,3,0,0,1,0,0
6144,3,3,165,0,4174.0,9,4,35,1,0,1,0,0,0
6145,3,4,515,1,7738.0,4,21,45,3,0,0,1,0,0
6146,8,4,1275,2,10441.0,22,24,0,4,0,0,1,0,0
6147,8,1,80,0,3100.0,21,15,5,4,0,0,0,0,1
6148,11,4,1530,1,14714.0,17,6,30,3,0,0,1,0,0
6149,5,3,1550,1,9135.0,17,6,0,4,0,1,0,0,0
6150,8,3,1540,1,7893.0,16,4,50,4,0,1,0,0,0
6151,11,3,395,1,12121.0,17,5,0,2,0,1,0,0,0
6152,8,4,180,0,6094.0,14,6,10,4,0,0,1,0,0
6153,3,2,170,0,4423.0,10,6,10,4,1,0,0,0,0
6154,11,2,665,1,7832.0,20,21,35,3,1,0,0,0,0
6155,5,2,170,0,5403.0,11,4,30,0,1,0,0,0,0
6156,1,3,145,0,3841.0,9,4,0,4,0,1,0,0,0
6157,11,4,1060,2,11093.0,10,21,45,3,0,0,1,0,0
6158,11,2,180,0,7229.0,19,24,50,2,1,0,0,0,0
6159,3,2,180,0,4823.0,16,27,55,0,1,0,0,0,0
6160,11,3,575,1,11467.0,9,5,35,5,0,1,0,0,0
6161,3,3,330,1,6111.0,7,5,10,5,0,1,0,0,0
6162,11,3,1075,1,8066.0,17,5,0,3,0,1,0,0,0
6163,3,4,975,1,7258.0,4,27,45,2,0,0,1,0,0
6164,8,4,170,0,4729.0,5,27,10,2,0,0,1,0,0
6165,9,4,580,1,15135.0,9,3,10,0,0,0,1,0,0
6166,8,3,955,2,12718.0,9,24,25,4,0,1,0,0,0
6167,11,1,85,0,5678.0,2,18,55,1,0,0,0,0,1
6168,3,4,320,1,5298.0,6,24,50,0,0,0,1,0,0
6169,11,2,785,1,14815.0,11,3,40,0,1,0,0,0,0
6170,11,4,1375,2,13014.0,5,24,30,0,0,0,1,0,0
6171,1,3,145,0,4491.0,9,18,0,5,0,1,0,0,0
6172,9,4,510,1,11421.0,10,27,20,2,0,0,1,0,0
6173,11,2,1420,1,12284.0,8,18,0,0,1,0,0,0,0
6174,11,2,165,0,7229.0,6,5,0,3,1,0,0,0,0
6175,3,2,175,0,4823.0,7,15,10,0,1,0,0,0,0
6176,11,4,450,1,12898.0,20,27,55,3,0,0,1,0,0
6177,9,4,835,1,13587.0,7,27,5,3,0,0,1,0,0
6178,11,4,1165,1,12373.0,9,18,0,5,0,0,1,0,0
6179,9,4,910,1,5999.0,7,21,10,3,0,0,1,0,0
6180,8,3,610,2,10907.0,8,18,20,5,0,1,0,0,0
6181,11,3,690,1,14151.0,9,6,35,3,0,1,0,0,0
6182,3,2,170,0,4591.0,23,5,30,3,1,0,0,0,0
6183,11,2,375,1,19225.0,14,3,5,0,1,0,0,0,0
6184,11,3,1315,1,9663.0,14,5,5,2,0,1,0,0,0
6185,11,3,705,1,10844.0,6,5,30,5,0,1,0,0,0
6186,9,4,480,1,13727.0,13,5,0,3,0,0,1,0,0
6187,11,3,690,1,14151.0,9,18,35,5,0,1,0,0,0
6188,11,4,1100,1,10262.0,18,27,15,3,0,0,1,0,0
6189,1,3,145,0,3873.0,9,6,0,4,0,1,0,0,0
6190,11,4,535,2,13014.0,19,24,30,0,0,0,1,0,0
6191,8,3,150,0,5510.0,14,21,15,4,0,1,0,0,0
6192,11,4,1060,2,17282.0,10,3,45,1,0,0,1,0,0
6193,9,4,695,2,6653.0,9,27,45,2,0,0,1,0,0
6194,3,4,315,1,12214.0,9,3,55,6,0,0,1,0,0
6195,8,1,90,0,3625.0,13,5,55,5,0,0,0,0,1
6196,3,2,180,0,6860.0,8,3,30,6,1,0,0,0,0
6197,4,4,540,1,3876.0,10,24,35,0,0,0,1,0,0
6198,5,2,165,0,5613.0,19,27,30,5,1,0,0,0,0
6199,8,4,1545,2,8971.0,5,27,55,2,0,0,1,0,0
6200,11,2,180,0,4030.0,19,21,50,1,1,0,0,0,0
6201,3,4,635,1,8075.0,15,27,0,2,0,0,1,0,0
6202,9,4,900,1,7005.0,6,15,0,5,0,0,1,0,0
6203,3,3,165,0,4778.0,22,3,10,0,0,1,0,0,0
6204,5,0,135,0,3687.0,7,5,5,3,0,0,0,1,0
6205,11,4,1015,1,10262.0,11,6,30,4,0,0,1,0,0
6206,8,4,1545,2,15113.0,5,3,55,6,0,0,1,0,0
6207,3,4,895,1,6979.0,10,5,35,2,0,0,1,0,0
6208,9,4,545,1,6717.0,7,21,5,3,0,0,1,0,0
6209,11,2,845,1,16736.0,8,3,55,0,1,0,0,0,0
6210,8,2,480,1,7192.0,11,15,50,4,1,0,0,0,0
6211,3,3,250,1,4226.0,6,15,20,0,0,1,0,0,0
6212,9,4,630,1,9627.0,8,21,30,1,0,0,1,0,0
6213,11,4,1005,1,4757.0,2,4,15,0,0,0,1,0,0
6214,11,3,510,1,14571.0,14,24,5,4,0,1,0,0,0
6215,2,3,220,1,5162.0,6,4,50,4,0,1,0,0,0
6216,11,3,1430,1,10844.0,16,18,30,5,0,1,0,0,0
6217,1,3,150,0,3815.0,9,21,0,3,0,1,0,0,0
6218,11,2,1310,1,17261.0,11,3,40,0,1,0,0,0,0
6219,11,2,615,1,16736.0,21,3,25,0,1,0,0,0,0
6220,1,3,145,0,3841.0,9,21,0,4,0,1,0,0,0
6221,11,3,400,1,10844.0,14,24,5,4,0,1,0,0,0
6222,3,4,615,1,6838.0,10,21,45,3,0,0,1,0,0
6223,8,3,1515,1,6612.0,12,5,0,3,0,1,0,0,0
6224,8,2,170,0,8851.0,13,3,20,1,1,0,0,0,0
6225,5,1,670,1,12395.0,8,3,45,0,0,0,0,0,1
6226,2,2,170,0,4282.0,4,24,55,0,1,0,0,0,0
6227,11,3,800,1,14781.0,20,21,0,1,0,1,0,0,0
6228,9,4,765,1,9646.0,9,6,45,4,0,0,1,0,0
6229,3,4,630,1,6628.0,15,27,0,0,0,0,1,0,0
6230,5,2,160,0,4668.0,7,18,0,1,1,0,0,0,0
6231,9,4,455,1,16863.0,18,3,0,0,0,0,1,0,0
6232,9,4,720,1,12192.0,7,6,0,4,0,0,1,0,0
6233,11,4,1570,1,12719.0,2,21,15,3,0,0,1,0,0
6234,11,4,885,1,12898.0,21,21,50,1,0,0,1,0,0
6235,11,4,1395,1,10262.0,19,6,45,2,0,0,1,0,0
6236,1,3,330,1,7804.0,15,24,55,4,0,1,0,0,0
6237,3,3,155,0,4174.0,4,18,40,3,0,1,0,0,0
6238,3,1,95,0,2227.0,20,27,5,3,0,0,0,0,1
6239,11,2,610,1,11087.0,22,18,50,0,1,0,0,0,0
6240,9,4,650,1,11667.0,8,21,0,3,0,0,1,0,0
6241,8,4,185,0,7931.0,18,3,5,0,0,0,1,0,0
6242,3,0,140,0,5277.0,22,6,5,4,0,0,0,1,0
6243,11,3,705,1,13626.0,6,6,30,4,0,1,0,0,0
6244,11,4,610,1,12373.0,18,18,15,5,0,0,1,0,0
6245,11,3,700,1,10031.0,6,24,30,6,0,1,0,0,0
6246,11,3,1695,1,10844.0,16,5,30,3,0,1,0,0,0
6247,4,4,540,1,6591.0,10,5,35,3,0,0,1,0,0
6248,11,4,1485,1,5406.0,18,4,15,4,0,0,1,0,0
6249,11,3,1150,1,10844.0,21,15,10,2,0,1,0,0,0
6250,1,1,90,0,2017.0,22,27,45,0,0,0,0,0,1
6251,11,4,1595,1,12373.0,10,5,0,3,0,0,1,0,0
6252,8,4,735,1,8669.0,7,6,0,3,0,0,1,0,0
6253,2,4,470,1,6151.0,7,27,55,2,0,0,1,0,0
6254,9,4,765,1,10348.0,9,18,45,5,0,0,1,0,0
6255,11,2,160,0,8016.0,19,24,55,6,1,0,0,0,0
6256,3,2,170,0,4823.0,8,6,30,4,1,0,0,0,0
6257,8,3,150,0,5510.0,14,21,15,1,0,1,0,0,0
6258,8,1,80,0,3100.0,6,18,20,0,0,0,0,0,1
6259,11,4,1485,1,10262.0,18,27,15,3,0,0,1,0,0
6260,11,4,450,1,14714.0,11,6,30,6,0,0,1,0,0
6261,11,4,540,1,10262.0,10,15,0,5,0,0,1,0,0
6262,8,2,170,0,6961.0,17,18,0,1,1,0,0,0,0
6263,3,4,480,1,6206.0,17,27,30,0,0,0,1,0,0
6264,8,2,880,2,7904.0,8,15,15,4,1,0,0,0,0
6265,11,4,1045,2,12819.0,19,27,10,3,0,0,1,0,0
6266,11,4,885,1,10262.0,21,15,50,5,0,0,1,0,0
6267,3,2,165,0,4591.0,1,21,30,6,1,0,0,0,0
6268,11,4,1615,2,10368.0,9,24,40,0,0,0,1,0,0
6269,9,4,730,1,11142.0,7,5,5,3,0,0,1,0,0
6270,8,4,170,0,4729.0,5,4,10,1,0,0,1,0,0
6271,9,4,750,1,9424.0,13,5,0,3,0,0,1,0,0
6272,9,4,390,1,15136.0,9,3,0,0,0,0,1,0,0
6273,8,4,865,2,12199.0,17,18,15,5,0,0,1,0,0
6274,11,4,1015,1,10262.0,11,6,30,4,0,0,1,0,0
6275,3,4,195,0,4729.0,14,4,20,0,0,0,1,0,0
6276,1,3,150,0,3841.0,17,6,10,4,0,1,0,0,0
6277,11,3,865,1,14388.0,18,18,55,5,0,1,0,0,0
6278,3,1,90,0,2754.0,2,27,35,3,0,0,0,0,1
6279,8,2,1545,2,12358.0,8,3,50,6,1,0,0,0,0
6280,8,3,1170,2,6117.0,9,15,10,2,0,1,0,0,0
6281,11,4,1375,2,15129.0,5,24,30,4,0,0,1,0,0
6282,11,3,665,1,14388.0,21,15,10,2,0,1,0,0,0
6283,8,4,1255,1,7480.0,12,24,30,0,0,0,1,0,0
6284,9,4,395,1,10791.0,6,27,0,3,0,0,1,0,0
6285,11,4,1280,1,12452.0,7,27,5,2,0,0,1,0,0
6286,3,3,235,1,4226.0,19,21,55,1,0,1,0,0,0
6287,5,2,170,0,5403.0,21,15,0,0,1,0,0,0,0
6288,9,4,765,1,9646.0,9,6,45,6,0,0,1,0,0
6289,2,2,170,0,4282.0,4,6,55,2,1,0,0,0,0
6290,9,4,395,1,7845.0,8,27,55,2,0,0,1,0,0
6291,3,0,140,0,3384.0,19,21,35,3,0,0,0,1,0
6292,3,2,175,0,4823.0,18,5,55,2,1,0,0,0,0
6293,3,0,140,0,3597.0,19,15,35,5,0,0,0,1,0
6294,9,4,720,1,13587.0,9,15,0,5,0,0,1,0,0
6295,2,4,865,1,13474.0,16,3,45,6,0,0,1,0,0
6296,3,0,135,0,3384.0,13,21,20,3,0,0,0,1,0
6297,11,4,810,2,15129.0,5,27,30,0,0,0,1,0,0
6298,11,3,1545,1,8586.0,6,21,30,1,0,1,0,0,0
6299,3,2,170,0,4591.0,23,6,30,4,1,0,0,0,0
6300,11,4,1490,2,13882.0,11,27,45,3,0,0,1,0,0
6301,9,4,755,1,18286.0,13,3,0,6,0,0,1,0,0
6302,2,3,710,1,5192.0,7,15,35,2,0,1,0,0,0
6303,11,4,1615,2,11118.0,9,27,40,3,0,0,1,0,0
6304,3,4,530,1,14871.0,6,3,40,6,0,0,1,0,0
6305,8,3,1165,2,15107.0,10,24,0,4,0,1,0,0,0
6306,8,4,735,1,8669.0,7,6,0,4,0,0,1,0,0
6307,4,3,455,1,5171.0,16,4,40,4,0,1,0,0,0
6308,11,3,1170,1,8529.0,16,6,30,4,0,1,0,0,0
6309,11,4,320,1,7438.0,23,27,5,2,0,0,1,0,0
6310,3,4,500,1,6206.0,17,6,10,4,0,0,1,0,0
6311,8,2,165,0,7171.0,17,6,0,4,1,0,0,0,0
6312,11,3,1730,1,14151.0,9,6,35,4,0,1,0,0,0
6313,11,3,800,1,14939.0,18,6,55,4,0,1,0,0,0
6314,11,2,1425,1,25735.0,11,3,40,3,1,0,0,0,0
6315,11,4,1140,2,13882.0,9,6,25,4,0,0,1,0,0
6316,5,3,1350,1,9555.0,20,18,20,5,0,1,0,0,0
6317,3,3,155,0,4804.0,20,27,20,5,0,1,0,0,0
6318,5,0,135,0,6627.0,7,15,5,4,0,0,0,1,0
6319,11,3,330,1,8586.0,6,5,30,3,0,1,0,0,0
6320,3,3,155,0,4804.0,22,5,15,3,0,1,0,0,0
6321,8,2,2345,2,17135.0,8,3,50,3,1,0,0,0,0
6322,11,4,540,1,15554.0,10,5,0,3,0,0,1,0,0
6323,3,4,750,1,6838.0,8,27,30,0,0,0,1,0,0
6324,3,4,265,1,8258.0,7,3,35,6,0,0,1,0,0
6325,4,4,535,1,8213.0,10,3,25,0,0,0,1,0,0
6326,9,4,720,1,12192.0,7,6,0,3,0,0,1,0,0
6327,9,4,555,1,14848.0,10,6,0,2,0,0,1,0,0
6328,3,3,155,0,4148.0,15,21,10,3,0,1,0,0,0
6329,11,3,960,1,10844.0,20,6,0,3,0,1,0,0,0
6330,11,3,1660,1,10844.0,18,18,55,5,0,1,0,0,0
6331,9,4,390,1,6795.0,19,24,0,0,0,0,1,0,0
6332,11,3,730,1,14781.0,16,15,30,2,0,1,0,0,0
6333,3,4,315,1,6582.0,7,27,15,3,0,0,1,0,0
6334,1,2,170,0,3919.0,9,24,30,2,1,0,0,0,0
6335,9,4,765,1,9646.0,9,27,45,3,0,0,1,0,0
6336,1,2,485,1,7744.0,15,3,35,3,1,0,0,0,0
6337,11,4,1615,2,11733.0,9,6,40,3,0,0,1,0,0
6338,11,4,1165,1,10262.0,9,15,0,5,0,0,1,0,0
6339,11,2,390,1,17524.0,5,3,45,1,1,0,0,0,0
6340,1,1,85,0,3603.0,22,3,45,1,0,0,0,0,1
6341,9,4,705,1,7564.0,7,18,30,5,0,0,1,0,0
6342,9,4,640,1,7005.0,10,6,20,4,0,0,1,0,0
6343,3,4,985,1,14871.0,9,3,10,6,0,0,1,0,0
6344,2,2,170,0,4282.0,4,18,55,3,1,0,0,0,0
6345,11,4,810,2,15129.0,23,27,5,0,0,0,1,0,0
6346,2,4,340,1,6752.0,16,24,45,0,0,0,1,0,0
6347,8,4,230,0,6094.0,14,21,5,1,0,0,1,0,0
6348,3,1,90,0,3175.0,16,5,55,5,0,0,0,0,1
6349,9,4,630,1,8266.0,8,27,45,3,0,0,1,0,0
6350,4,2,165,0,6722.0,20,4,55,2,1,0,0,0,0
6351,1,3,155,0,3873.0,6,24,55,0,0,1,0,0,0
6352,8,1,90,0,2575.0,13,4,55,0,0,0,0,0,1
6353,9,4,755,1,7787.0,6,21,40,1,0,0,1,0,0
6354,3,4,345,1,9257.0,2,3,0,6,0,0,1,0,0
6355,11,2,185,0,4030.0,18,5,55,3,1,0,0,0,0
6356,1,2,175,0,4991.0,21,5,10,1,1,0,0,0,0
6357,3,4,350,1,9861.0,7,21,30,3,0,0,1,0,0
6358,3,2,285,1,10406.0,16,15,50,4,1,0,0,0,0
6359,11,2,175,0,7229.0,15,6,15,4,1,0,0,0,0
6360,9,4,735,1,7670.0,8,15,45,2,0,0,1,0,0
6361,11,4,505,2,14300.0,20,24,0,0,0,0,1,0,0
6362,5,3,1655,1,8452.0,7,15,10,2,0,1,0,0,0
6363,1,3,150,0,3873.0,14,4,55,1,0,1,0,0,0
6364,1,3,520,1,6853.0,8,6,35,4,0,1,0,0,0
6365,11,2,175,0,7229.0,11,4,10,1,1,0,0,0,0
6366,11,2,180,0,7229.0,19,15,50,0,1,0,0,0,0
6367,11,4,1040,1,14714.0,19,6,15,2,0,0,1,0,0
6368,3,3,155,0,4804.0,17,6,15,4,0,1,0,0,0
6369,3,3,295,1,11465.0,9,5,20,3,0,1,0,0,0
6370,3,2,170,0,4591.0,23,21,30,6,1,0,0,0,0
6371,3,4,975,1,6628.0,9,6,15,4,0,0,1,0,0
6372,3,4,345,1,8025.0,2,3,0,0,0,0,1,0,0
6373,2,4,470,1,6152.0,7,6,55,4,0,0,1,0,0
6374,3,2,170,0,3943.0,10,4,10,0,1,0,0,0,0
6375,5,3,1655,1,9187.0,7,6,10,3,0,1,0,0,0
6376,5,3,865,1,9187.0,20,21,20,1,0,1,0,0,0
6377,8,3,1665,2,15164.0,10,5,0,5,0,1,0,0,0
6378,9,4,385,1,10276.0,9,3,45,0,0,0,1,0,0
6379,9,4,910,1,12192.0,3,6,50,6,0,0,1,0,0
6380,2,3,215,1,5554.0,19,24,55,6,0,1,0,0,0
6381,8,4,735,1,6377.0,7,27,0,2,0,0,1,0,0
6382,3,4,305,1,6232.0,20,21,30,3,0,0,1,0,0
6383,3,4,295,1,6496.0,5,5,10,3,0,0,1,0,0
6384,3,2,185,0,4823.0,18,24,15,0,1,0,0,0,0
6385,3,3,220,1,6116.0,19,6,35,3,0,1,0,0,0
6386,11,3,1335,1,7757.0,20,5,0,3,0,1,0,0,0
6387,9,4,630,1,8266.0,8,21,45,1,0,0,1,0,0
6388,1,3,155,0,3873.0,6,21,55,1,0,1,0,0,0
6389,11,3,775,1,11841.0,21,15,10,2,0,1,0,0,0
6390,3,3,155,0,4804.0,15,24,30,4,0,1,0,0,0
6391,3,2,170,0,3943.0,10,6,10,6,1,0,0,0,0
6392,9,4,465,1,15898.0,11,27,30,0,0,0,1,0,0
6393,11,3,1685,1,14151.0,17,15,0,2,0,1,0,0,0
6394,11,4,745,1,10577.0,16,6,0,4,0,0,1,0,0
6395,8,2,165,0,4441.0,6,4,10,0,1,0,0,0,0
6396,11,4,1505,1,5177.0,11,4,30,1,0,0,1,0,0
6397,8,3,155,0,4460.0,20,4,45,4,0,1,0,0,0
6398,9,4,780,1,13727.0,8,18,0,5,0,0,1,0,0
6399,11,4,1235,1,14714.0,16,6,0,2,0,0,1,0,0
6400,11,4,1295,2,10588.0,21,6,25,3,0,0,1,0,0
6401,11,4,590,1,7438.0,9,21,0,3,0,0,1,0,0
6402,8,4,765,1,12677.0,20,3,40,0,0,0,1,0,0
6403,11,4,1485,1,14714.0,18,6,15,3,0,0,1,0,0
6404,3,1,90,0,2754.0,12,24,0,0,0,0,0,0,1
6405,3,4,825,2,6494.0,7,21,35,3,0,0,1,0,0
6406,3,2,260,1,5607.0,16,15,15,4,1,0,0,0,0
6407,11,2,1350,1,25735.0,22,3,50,3,1,0,0,0,0
6408,3,2,175,0,4823.0,7,5,10,1,1,0,0,0,0
6409,8,1,80,0,2050.0,21,21,5,3,0,0,0,0,1
6410,8,2,865,1,12127.0,8,3,50,1,1,0,0,0,0
6411,9,4,435,1,13377.0,18,6,15,4,0,0,1,0,0
6412,11,2,180,0,7229.0,19,5,50,2,1,0,0,0,0
6413,5,4,190,0,6216.0,6,24,0,2,0,0,1,0,0
6414,8,4,185,0,8456.0,18,6,5,4,0,0,1,0,0
6415,11,4,1045,2,15129.0,19,18,10,5,0,0,1,0,0
6416,11,2,885,1,13817.0,16,3,55,1,1,0,0,0,0
6417,4,4,370,1,6296.0,7,5,25,2,0,0,1,0,0
6418,8,3,150,0,5170.0,14,21,15,3,0,1,0,0,0
6419,1,2,175,0,3919.0,21,24,10,4,1,0,0,0,0
6420,3,2,175,0,4823.0,7,4,10,0,1,0,0,0,0
6421,11,4,1105,1,10262.0,10,24,0,0,0,0,1,0,0
6422,11,4,1350,2,13882.0,14,6,5,4,0,0,1,0,0
6423,9,4,480,1,13587.0,13,6,0,3,0,0,1,0,0
6424,11,4,1685,1,11848.0,0,3,20,1,0,0,1,0,0
6425,8,1,825,1,11678.0,10,3,0,0,0,0,0,0,1
6426,3,2,175,0,4823.0,18,18,25,5,1,0,0,0,0
6427,1,2,175,0,3919.0,21,15,10,0,1,0,0,0,0
6428,5,0,140,0,11982.0,17,6,45,4,0,0,0,1,0
6429,11,3,505,1,10703.0,9,5,35,5,0,1,0,0,0
6430,11,3,1720,1,10844.0,18,18,55,5,0,1,0,0,0
6431,11,3,1495,1,10844.0,18,15,55,2,0,1,0,0,0
6432,3,1,90,0,3175.0,16,27,55,3,0,0,0,0,1
6433,8,4,675,1,9929.0,8,6,0,6,0,0,1,0,0
6434,11,2,305,1,19225.0,14,3,5,0,1,0,0,0,0
6435,1,1,90,0,2017.0,5,24,45,4,0,0,0,0,1
6436,11,2,1475,1,7832.0,11,21,40,3,1,0,0,0,0
6437,11,3,1610,1,9663.0,6,5,30,5,0,1,0,0,0
6438,9,4,560,1,7005.0,11,6,40,4,0,0,1,0,0
6439,3,1,90,0,3175.0,2,5,35,3,0,0,0,0,1
6440,8,3,1485,1,5006.0,14,4,35,4,0,1,0,0,0
6441,9,4,630,1,9526.0,8,15,45,5,0,0,1,0,0
6442,11,4,810,2,13292.0,5,6,30,3,0,0,1,0,0
6443,3,4,345,1,6058.0,21,5,50,3,0,0,1,0,0
6444,8,4,1585,3,10493.0,5,24,15,0,0,0,1,0,0
6445,11,3,365,1,10844.0,16,6,30,4,0,1,0,0,0
6446,11,3,690,1,10953.0,9,4,35,4,0,1,0,0,0
6447,11,3,960,1,10844.0,20,21,0,1,0,1,0,0,0
6448,11,3,800,1,10539.0,20,6,25,3,0,1,0,0,0
6449,11,4,1375,2,13292.0,5,15,30,5,0,0,1,0,0
6450,5,4,190,0,6741.0,6,18,0,5,0,0,1,0,0
6451,11,3,800,1,14571.0,20,6,0,3,0,1,0,0,0
6452,11,3,590,1,14781.0,8,5,25,3,0,1,0,0,0
6453,3,1,90,0,3838.0,16,18,55,5,0,0,0,0,1
6454,8,4,230,0,5201.0,14,18,5,1,0,0,1,0,0
6455,2,4,470,1,8759.0,7,6,55,4,0,0,1,0,0
6456,4,4,355,1,6195.0,7,24,0,2,0,0,1,0,0
6457,8,1,75,0,3100.0,19,15,30,4,0,0,0,0,1
6458,1,4,295,1,5975.0,17,18,55,5,0,0,1,0,0
6459,11,3,570,1,10844.0,14,6,5,4,0,1,0,0,0
6460,11,4,450,1,16079.0,20,27,55,0,0,0,1,0,0
6461,1,0,135,0,3543.0,8,27,20,0,0,0,0,1,0
6462,1,3,150,0,3841.0,17,5,10,1,0,1,0,0,0
6463,11,4,1040,1,10262.0,19,15,15,5,0,0,1,0,0
6464,11,3,840,1,12692.0,9,6,35,4,0,1,0,0,0
6465,3,0,140,0,3850.0,7,6,55,6,0,0,0,1,0
6466,11,4,1225,1,12373.0,8,18,0,5,0,0,1,0,0
6467,8,1,90,0,3100.0,13,21,55,3,0,0,0,0,1
6468,5,2,165,0,4878.0,19,18,30,5,1,0,0,0,0
6469,11,4,1430,2,15129.0,19,5,10,3,0,0,1,0,0
6470,10,4,725,1,9845.0,8,21,55,3,0,0,1,0,0
6471,3,2,165,0,4077.0,1,5,30,5,1,0,0,0,0
6472,9,4,690,1,9315.0,7,21,30,1,0,0,1,0,0
6473,11,3,570,1,14781.0,14,5,5,3,0,1,0,0,0
6474,8,1,5,2,17327.0,16,3,50,0,0,0,0,0,1
6475,8,2,170,0,9481.0,17,3,0,1,1,0,0,0,0
6476,11,4,2315,2,8938.0,5,27,10,2,0,0,1,0,0
6477,11,3,330,1,14388.0,6,5,30,3,0,1,0,0,0
6478,8,4,1590,1,5704.0,20,21,30,3,0,0,1,0,0
6479,4,2,175,0,3898.0,7,6,45,4,1,0,0,0,0
6480,11,1,90,0,5678.0,2,27,55,2,0,0,0,0,1
6481,3,4,265,1,6937.0,7,3,35,1,0,0,1,0,0
6482,3,1,85,0,2754.0,19,21,5,3,0,0,0,0,1
6483,1,1,85,0,2647.0,22,15,45,4,0,0,0,0,1
6484,3,3,240,1,4226.0,6,21,20,1,0,1,0,0,0
6485,4,2,175,0,4239.0,7,18,45,5,1,0,0,0,0
6486,3,4,305,1,9165.0,23,27,30,3,0,0,1,0,0
6487,11,2,160,0,18308.0,19,3,55,3,1,0,0,0,0
6488,9,4,505,1,14486.0,7,21,5,3,0,0,1,0,0
6489,2,2,170,0,4282.0,4,4,55,2,1,0,0,0,0
6490,9,4,780,1,13587.0,8,27,0,3,0,0,1,0,0
6491,9,4,570,1,13587.0,11,6,30,2,0,0,1,0,0
6492,11,4,1225,1,6645.0,8,27,0,2,0,0,1,0,0
6493,1,2,160,0,4423.0,5,15,55,0,1,0,0,0,0
6494,8,2,1800,2,11518.0,17,18,25,0,1,0,0,0,0
6495,11,3,890,1,13759.0,13,24,55,6,0,1,0,0,0
6496,1,2,160,0,3625.0,5,18,55,1,1,0,0,0,0
6497,3,3,170,0,4148.0,5,15,30,4,0,1,0,0,0
6498,5,2,155,0,5613.0,17,24,0,2,1,0,0,0,0
6499,8,3,1440,2,14298.0,10,5,0,2,0,1,0,0,0
6500,11,2,800,1,7832.0,8,21,0,3,1,0,0,0,0
6501,3,4,575,1,6442.0,8,21,35,1,0,0,1,0,0
6502,11,1,85,0,5678.0,2,4,55,4,0,0,0,0,1
6503,11,3,585,1,7064.0,18,4,55,4,0,1,0,0,0
6504,11,3,1005,1,14151.0,17,18,0,5,0,1,0,0,0
6505,4,2,165,0,3419.0,20,24,55,0,1,0,0,0,0
6506,11,4,660,1,15554.0,17,3,25,1,0,0,1,0,0
6507,8,2,495,1,13859.0,0,18,30,0,1,0,0,0,0
6508,1,3,140,0,3847.0,22,15,20,4,0,1,0,0,0
6509,4,2,265,1,7657.0,15,3,50,1,1,0,0,0,0
6510,8,4,1475,2,13547.0,7,5,5,3,0,0,1,0,0
6511,11,2,180,0,7229.0,7,27,10,0,1,0,0,0,0
